,0,1,2
74,1243.0,19582.0,1.0
75,5707.0,19959.0,1.0
76,4572.0,20633.0,0.0
77,5523.0,19868.0,0.0
78,848.0,20428.0,1.0
79,317.0,19854.0,1.0
80,4463.0,20599.0,0.0
81,4165.0,20467.0,1.0
82,4391.0,19395.0,1.0
83,171.0,20068.0,1.0
84,2370.0,21257.0,1.0
85,5076.0,20839.0,0.0
86,1195.0,19498.0,0.0
87,3666.0,21145.0,0.0
88,5690.0,19436.0,1.0
89,4860.0,20671.0,0.0
90,3587.0,18863.0,0.0
91,4914.0,19859.0,0.0
92,3697.0,20141.0,1.0
93,2911.0,20911.0,1.0
94,3702.0,20509.0,0.0
95,5690.0,19291.0,1.0
96,2342.0,20009.0,0.0
97,2240.0,18842.0,0.0
98,2733.0,19388.0,0.0
99,3646.0,20352.0,0.0
100,896.0,20065.0,0.0
101,5276.0,20683.0,0.0
102,2631.0,19328.0,1.0
103,3728.0,20900.0,1.0
104,3793.0,19751.0,1.0
105,5792.0,19445.0,1.0
106,714.0,19670.0,1.0
107,3917.0,20257.0,0.0
108,1303.0,20044.0,0.0
109,3740.0,19201.0,0.0
110,2824.0,20707.0,0.0
111,1266.0,18853.0,0.0
112,4938.0,19497.0,1.0
113,3662.0,20028.0,1.0
114,5968.0,19442.0,1.0
115,2339.0,19802.0,1.0
116,5917.0,20929.0,0.0
117,188.0,20293.0,0.0
118,1885.0,19842.0,1.0
119,3014.0,20483.0,1.0
120,1642.0,19425.0,0.0
121,1184.0,20545.0,0.0
122,5159.0,19988.0,1.0
123,3192.0,19450.0,0.0
124,2297.0,18830.0,0.0
125,2206.0,20206.0,0.0
126,4084.0,19695.0,1.0
127,1214.0,20562.0,1.0
128,1809.0,20110.0,0.0
129,4515.0,19998.0,0.0
130,4854.0,20031.0,0.0
131,1898.0,20961.0,0.0
132,5614.0,20524.0,0.0
133,5498.0,21092.0,0.0
134,4088.0,20881.0,0.0
135,5071.0,20374.0,0.0
136,3505.0,19591.0,1.0
137,5957.0,19819.0,0.0
138,3514.0,19507.0,0.0
139,1484.0,20875.0,0.0
140,2930.0,20576.0,0.0
141,4098.0,20273.0,1.0
142,1249.0,20112.0,0.0
143,4821.0,21191.0,1.0
144,4446.0,19075.0,1.0
145,3880.0,21209.0,0.0
146,2074.0,19966.0,0.0
147,1542.0,20070.0,1.0
148,58.0,20730.0,0.0
149,1257.0,19640.0,1.0
150,969.0,20293.0,1.0
151,3587.0,19551.0,1.0
152,4467.0,19158.0,1.0
153,1823.0,19287.0,1.0
154,3879.0,20251.0,1.0
155,4780.0,19733.0,1.0
156,354.0,20671.0,0.0
157,2802.0,19182.0,1.0
158,3877.0,20758.0,0.0
159,3631.0,20667.0,0.0
160,1818.0,19578.0,1.0
161,4434.0,21042.0,1.0
162,3928.0,19066.0,0.0
163,3824.0,19751.0,1.0
164,3021.0,19219.0,1.0
165,5651.0,19245.0,1.0
166,2934.0,20886.0,0.0
167,2665.0,19944.0,1.0
168,3632.0,19154.0,1.0
169,217.0,20009.0,1.0
170,2315.0,19727.0,1.0
171,5163.0,19496.0,0.0
172,4340.0,19663.0,0.0
173,1300.0,20323.0,0.0
174,2068.0,19057.0,0.0
175,5577.0,19373.0,0.0
176,364.0,19854.0,1.0
177,2399.0,20068.0,1.0
178,224.0,20160.0,0.0
179,3524.0,19396.0,1.0
180,4456.0,20756.0,1.0
181,1318.0,20690.0,0.0
182,3738.0,18905.0,0.0
183,4893.0,21068.0,0.0
184,2530.0,19849.0,0.0
185,1817.0,21223.0,0.0
186,5201.0,20669.0,0.0
187,2944.0,20314.0,1.0
188,4322.0,20035.0,0.0
189,3413.0,20457.0,1.0
190,5391.0,19412.0,0.0
191,115.0,19776.0,0.0
192,4434.0,20789.0,0.0
193,4764.0,19068.0,1.0
194,1142.0,20614.0,0.0
195,2036.0,19479.0,0.0
196,4350.0,20364.0,0.0
197,3153.0,20214.0,0.0
198,4938.0,20052.0,1.0
199,1904.0,20270.0,0.0
200,2890.0,19893.0,1.0
201,4209.0,19556.0,0.0
202,724.0,20583.0,0.0
203,62.0,19381.0,1.0
204,4833.0,20314.0,1.0
205,1827.0,19113.0,1.0
206,4492.0,19113.0,1.0
207,2656.0,19677.0,0.0
208,326.0,21263.0,0.0
209,563.0,19437.0,1.0
210,4192.0,19754.0,1.0
211,3102.0,19622.0,0.0
212,5020.0,19500.0,1.0
213,27.0,20416.0,0.0
214,5687.0,20068.0,1.0
215,5843.0,18884.0,1.0
216,2668.0,19679.0,1.0
217,2068.0,20191.0,1.0
218,841.0,19099.0,0.0
219,5283.0,20767.0,1.0
220,4953.0,20581.0,1.0
221,3691.0,19842.0,1.0
222,2497.0,21242.0,0.0
223,4747.0,20314.0,1.0
224,553.0,20488.0,0.0
225,5827.0,20483.0,1.0
226,4938.0,20871.0,1.0
227,219.0,20905.0,1.0
228,1877.0,20261.0,0.0
229,2646.0,20299.0,0.0
230,2718.0,19593.0,1.0
231,3739.0,19217.0,1.0
232,116.0,20836.0,0.0
233,2481.0,18846.0,0.0
234,5422.0,20749.0,0.0
235,4259.0,21191.0,1.0
236,630.0,21126.0,1.0
237,2393.0,20270.0,1.0
238,969.0,20314.0,0.0
239,4025.0,21094.0,1.0
240,2361.0,19888.0,1.0
241,3866.0,20007.0,1.0
242,2577.0,20580.0,1.0
243,1533.0,18845.0,0.0
244,4569.0,18983.0,1.0
245,2541.0,20066.0,1.0
246,5787.0,21130.0,0.0
247,2893.0,20125.0,1.0
248,830.0,19751.0,1.0
249,5555.0,19992.0,1.0
250,4475.0,19121.0,1.0
251,5461.0,20068.0,1.0
252,1515.0,19301.0,1.0
253,1340.0,19410.0,0.0
254,3029.0,19487.0,0.0
255,5207.0,20483.0,1.0
256,199.0,21237.0,0.0
257,3855.0,20832.0,1.0
258,4778.0,18903.0,0.0
259,893.0,20313.0,0.0
260,5039.0,20604.0,0.0
261,5453.0,19781.0,1.0
262,5355.0,19695.0,1.0
263,1460.0,19200.0,0.0
264,5581.0,20182.0,0.0
265,3294.0,19992.0,1.0
266,3700.0,19409.0,1.0
267,5595.0,19130.0,1.0
268,2179.0,18943.0,0.0
269,4446.0,19074.0,1.0
270,2727.0,19094.0,0.0
271,181.0,20716.0,0.0
272,3303.0,19505.0,1.0
273,2369.0,20258.0,0.0
274,3806.0,20535.0,0.0
275,1692.0,20612.0,0.0
276,5516.0,19114.0,1.0
277,2997.0,19701.0,1.0
278,5617.0,19213.0,0.0
279,3267.0,20140.0,0.0
280,4859.0,19670.0,1.0
281,445.0,20829.0,0.0
282,5922.0,19058.0,0.0
283,326.0,19615.0,0.0
284,1836.0,20613.0,1.0
285,2563.0,20802.0,0.0
286,3291.0,19992.0,1.0
287,3291.0,19747.0,1.0
288,5621.0,19816.0,1.0
289,5533.0,20263.0,1.0
290,3725.0,20819.0,0.0
291,4353.0,21040.0,0.0
292,1141.0,20719.0,0.0
293,5169.0,19532.0,0.0
294,2151.0,20916.0,0.0
295,1864.0,19592.0,1.0
296,3447.0,20369.0,1.0
297,547.0,19875.0,0.0
298,1868.0,21183.0,0.0
299,1359.0,19877.0,0.0
300,2518.0,20359.0,0.0
301,5204.0,19992.0,1.0
302,846.0,19347.0,1.0
303,2194.0,20274.0,1.0
304,4021.0,19920.0,1.0
305,1051.0,19347.0,1.0
306,4318.0,20095.0,1.0
307,5285.0,20921.0,0.0
308,3054.0,20530.0,0.0
309,5275.0,19539.0,0.0
310,3827.0,20528.0,0.0
311,2407.0,19348.0,1.0
312,2908.0,20191.0,1.0
313,5963.0,19201.0,1.0
314,5748.0,18894.0,0.0
315,4412.0,20096.0,1.0
316,3243.0,19553.0,1.0
317,726.0,19589.0,0.0
318,5706.0,19833.0,0.0
319,5962.0,20722.0,0.0
320,622.0,21121.0,0.0
321,830.0,19316.0,1.0
322,4938.0,19484.0,1.0
323,5933.0,19692.0,0.0
324,1677.0,19910.0,0.0
325,2354.0,19741.0,0.0
326,1337.0,19597.0,0.0
327,675.0,19992.0,1.0
328,3909.0,19551.0,1.0
329,5859.0,19237.0,1.0
330,1461.0,20071.0,0.0
331,2768.0,19086.0,0.0
332,4649.0,20721.0,0.0
333,1584.0,19364.0,0.0
334,3967.0,20731.0,1.0
335,891.0,20351.0,1.0
336,4998.0,19762.0,1.0
337,4097.0,20297.0,0.0
338,2349.0,21162.0,0.0
339,4522.0,20314.0,1.0
340,5780.0,21205.0,0.0
341,3391.0,20984.0,0.0
342,5526.0,20836.0,0.0
343,5212.0,19245.0,0.0
344,5209.0,18914.0,1.0
345,401.0,19761.0,1.0
346,4768.0,20407.0,1.0
347,3408.0,18937.0,0.0
348,4641.0,19987.0,1.0
349,352.0,19889.0,1.0
350,1923.0,20037.0,1.0
351,1580.0,20722.0,1.0
352,5151.0,19059.0,0.0
353,4165.0,20837.0,0.0
354,2594.0,20068.0,1.0
355,4294.0,19636.0,0.0
356,615.0,19098.0,0.0
357,1686.0,21063.0,0.0
358,2032.0,20483.0,1.0
359,5238.0,19983.0,1.0
360,1422.0,19044.0,1.0
361,2853.0,20358.0,0.0
362,154.0,20534.0,0.0
363,1643.0,19961.0,0.0
364,4586.0,19348.0,1.0
365,425.0,20941.0,0.0
366,1005.0,20832.0,1.0
367,4503.0,20823.0,0.0
368,5949.0,19337.0,1.0
369,1182.0,19201.0,1.0
370,4400.0,20350.0,1.0
371,1653.0,19847.0,1.0
372,3287.0,19701.0,1.0
373,1029.0,21052.0,1.0
374,4544.0,20162.0,1.0
375,3576.0,19683.0,1.0
376,1151.0,20891.0,0.0
377,2818.0,20614.0,0.0
378,4433.0,20038.0,1.0
379,3981.0,20247.0,0.0
380,5493.0,20922.0,0.0
381,833.0,19228.0,1.0
382,3262.0,19715.0,0.0
383,4292.0,20579.0,0.0
384,4044.0,21227.0,1.0
385,1073.0,18833.0,0.0
386,2011.0,21092.0,0.0
387,1859.0,20852.0,1.0
388,5546.0,19277.0,0.0
389,1778.0,20132.0,0.0
390,5782.0,20738.0,0.0
391,953.0,19501.0,0.0
392,4494.0,19249.0,0.0
393,2833.0,19223.0,1.0
394,5325.0,19214.0,0.0
395,5722.0,20633.0,1.0
396,5420.0,20775.0,0.0
397,331.0,20309.0,0.0
398,2564.0,19759.0,0.0
399,2224.0,19674.0,1.0
400,1584.0,18986.0,0.0
401,2307.0,19860.0,0.0
402,5682.0,19020.0,1.0
403,2425.0,19410.0,1.0
404,3180.0,19216.0,1.0
405,4770.0,20150.0,0.0
406,4416.0,19395.0,1.0
407,3632.0,20457.0,1.0
408,2653.0,21253.0,1.0
409,3085.0,19706.0,1.0
410,5635.0,21107.0,1.0
411,3992.0,20850.0,1.0
412,2309.0,20905.0,1.0
413,2638.0,20009.0,1.0
414,4565.0,21253.0,1.0
415,5023.0,19568.0,0.0
416,4297.0,20739.0,0.0
417,1000.0,21062.0,1.0
418,2184.0,19593.0,1.0
419,918.0,19850.0,1.0
420,3817.0,19762.0,1.0
421,4022.0,20611.0,0.0
422,4738.0,19907.0,0.0
423,4711.0,19413.0,0.0
424,4515.0,21092.0,0.0
425,3728.0,19093.0,1.0
426,1243.0,20011.0,1.0
427,1427.0,20911.0,1.0
428,2937.0,20609.0,1.0
429,1162.0,19745.0,0.0
430,1719.0,20314.0,0.0
431,1037.0,19953.0,0.0
432,5855.0,20314.0,1.0
433,1611.0,19160.0,0.0
434,3629.0,20502.0,0.0
435,1716.0,19528.0,0.0
436,4210.0,20119.0,0.0
437,5608.0,20196.0,0.0
438,5896.0,19278.0,0.0
439,3667.0,20070.0,0.0
440,94.0,20215.0,1.0
441,5274.0,20601.0,0.0
442,4896.0,19670.0,1.0
443,4150.0,20252.0,1.0
444,3112.0,19888.0,1.0
445,3618.0,19893.0,1.0
446,3761.0,20928.0,0.0
447,2105.0,21115.0,0.0
448,2475.0,20790.0,0.0
449,5797.0,20457.0,1.0
450,1702.0,19004.0,0.0
451,556.0,18842.0,0.0
452,3839.0,19068.0,1.0
453,1585.0,20186.0,0.0
454,2091.0,19827.0,1.0
455,5942.0,20271.0,0.0
456,1919.0,19214.0,0.0
457,2877.0,21264.0,1.0
458,2670.0,20790.0,0.0
459,5801.0,20369.0,1.0
460,2246.0,20128.0,0.0
461,3843.0,20615.0,1.0
462,5584.0,20042.0,0.0
463,2327.0,19527.0,0.0
464,3511.0,18853.0,0.0
465,4031.0,19361.0,0.0
466,251.0,19432.0,0.0
467,1489.0,20595.0,1.0
468,910.0,20963.0,0.0
469,669.0,21264.0,0.0
470,4440.0,20017.0,0.0
471,5725.0,19292.0,0.0
472,3351.0,20493.0,0.0
473,5664.0,20375.0,1.0
474,3676.0,20518.0,1.0
475,3041.0,20891.0,1.0
476,2318.0,20981.0,0.0
477,5442.0,20349.0,0.0
478,3697.0,20376.0,1.0
479,3528.0,18846.0,0.0
480,2120.0,19781.0,1.0
481,4573.0,21207.0,0.0
482,3266.0,20011.0,1.0
483,3888.0,20621.0,0.0
484,4001.0,19682.0,1.0
485,5915.0,19277.0,0.0
486,5259.0,20950.0,1.0
487,981.0,19157.0,1.0
488,216.0,19005.0,0.0
489,2851.0,20070.0,1.0
490,2242.0,19729.0,1.0
491,3833.0,19522.0,1.0
492,5784.0,19545.0,1.0
493,3035.0,19755.0,1.0
494,2965.0,20525.0,0.0
495,5968.0,20320.0,0.0
496,5853.0,19232.0,0.0
497,3550.0,20805.0,0.0
498,4824.0,20102.0,0.0
499,3448.0,21229.0,1.0
500,2596.0,21111.0,0.0
501,2308.0,21003.0,0.0
502,4710.0,20068.0,1.0
503,4189.0,20430.0,0.0
504,563.0,20090.0,0.0
505,2634.0,20141.0,1.0
506,4512.0,18889.0,0.0
507,1983.0,19780.0,0.0
508,671.0,21004.0,0.0
509,3764.0,19112.0,1.0
510,4782.0,20009.0,1.0
511,2799.0,20581.0,1.0
512,1057.0,19503.0,0.0
513,1863.0,21272.0,1.0
514,3500.0,19236.0,0.0
515,2738.0,20518.0,1.0
516,3764.0,20417.0,1.0
517,846.0,20877.0,1.0
518,5526.0,20058.0,1.0
519,3254.0,21062.0,0.0
520,4854.0,19025.0,1.0
521,2829.0,20009.0,1.0
522,4544.0,18834.0,0.0
523,2445.0,19216.0,1.0
524,591.0,19770.0,0.0
525,5654.0,20444.0,0.0
526,2725.0,20467.0,0.0
527,4576.0,20835.0,0.0
528,1824.0,20256.0,1.0
529,4394.0,20070.0,1.0
530,5289.0,20701.0,1.0
531,4070.0,19938.0,1.0
532,3715.0,20922.0,0.0
533,4369.0,20151.0,0.0
534,2170.0,19088.0,0.0
535,253.0,19138.0,0.0
536,5856.0,20844.0,1.0
537,3859.0,20933.0,0.0
538,5607.0,20774.0,1.0
539,1187.0,19567.0,1.0
540,1000.0,20350.0,1.0
541,2952.0,19774.0,0.0
542,1737.0,20494.0,0.0
543,434.0,19349.0,0.0
544,1200.0,19990.0,1.0
545,883.0,20204.0,0.0
546,2967.0,21268.0,0.0
547,2407.0,20674.0,1.0
548,1145.0,20566.0,1.0
549,709.0,20615.0,0.0
550,4133.0,19764.0,1.0
551,1515.0,19627.0,1.0
552,5407.0,19987.0,1.0
553,1260.0,19312.0,0.0
554,3021.0,20389.0,1.0
555,3366.0,21091.0,0.0
556,4687.0,19143.0,0.0
557,3326.0,20427.0,1.0
558,2209.0,19541.0,0.0
559,3201.0,19011.0,0.0
560,2339.0,19041.0,1.0
561,3660.0,20637.0,0.0
562,741.0,19728.0,0.0
563,3347.0,20843.0,0.0
564,1401.0,19423.0,1.0
565,3717.0,19944.0,1.0
566,2200.0,19781.0,1.0
567,4650.0,19374.0,1.0
568,1276.0,19573.0,1.0
569,5014.0,19483.0,0.0
570,1511.0,20314.0,1.0
571,1888.0,19393.0,1.0
572,3701.0,20187.0,1.0
573,4723.0,19538.0,0.0
574,3180.0,19741.0,1.0
575,24.0,19419.0,1.0
576,4718.0,20335.0,1.0
577,4871.0,21268.0,0.0
578,4510.0,19127.0,1.0
579,5837.0,20995.0,1.0
580,3011.0,21206.0,0.0
581,2343.0,19395.0,1.0
582,4612.0,21151.0,1.0
583,1964.0,19295.0,1.0
584,1202.0,19278.0,0.0
585,4347.0,19863.0,0.0
586,4232.0,18968.0,0.0
587,2475.0,21158.0,0.0
588,3051.0,21126.0,1.0
589,2594.0,18955.0,0.0
590,4771.0,19031.0,0.0
591,2101.0,20892.0,1.0
592,1110.0,20347.0,0.0
593,399.0,19504.0,0.0
594,3980.0,20049.0,0.0
595,2804.0,18920.0,0.0
596,2465.0,20390.0,1.0
597,5652.0,20941.0,0.0
598,4088.0,19987.0,1.0
599,2535.0,19658.0,1.0
600,1803.0,20419.0,0.0
601,5008.0,21223.0,0.0
602,4092.0,19701.0,1.0
603,4365.0,20070.0,1.0
604,4547.0,19971.0,0.0
605,3170.0,19839.0,1.0
606,4874.0,20865.0,0.0
607,3056.0,19336.0,0.0
608,3169.0,19461.0,0.0
609,3021.0,20621.0,0.0
610,2719.0,19581.0,0.0
611,749.0,19670.0,1.0
612,553.0,20670.0,0.0
613,5635.0,19892.0,1.0
614,3882.0,18917.0,0.0
615,2930.0,19450.0,0.0
616,2134.0,19172.0,0.0
617,4095.0,21125.0,0.0
618,2464.0,19803.0,0.0
619,3512.0,21269.0,0.0
620,4456.0,19746.0,0.0
621,5355.0,20399.0,1.0
622,2548.0,19932.0,0.0
623,3366.0,20981.0,0.0
624,2477.0,19842.0,1.0
625,4318.0,18966.0,0.0
626,2080.0,19395.0,1.0
627,5261.0,21259.0,1.0
628,1247.0,20308.0,0.0
629,1422.0,20567.0,1.0
630,1579.0,19591.0,1.0
631,3346.0,20704.0,0.0
632,2124.0,20492.0,1.0
633,5151.0,19281.0,1.0
634,650.0,18923.0,0.0
635,4749.0,20495.0,1.0
636,2219.0,20904.0,1.0
637,5601.0,18865.0,1.0
638,4518.0,20173.0,0.0
639,882.0,19305.0,0.0
640,5777.0,19751.0,1.0
641,3484.0,20905.0,1.0
642,1063.0,20830.0,0.0
643,4467.0,21220.0,1.0
644,4591.0,20251.0,0.0
645,2032.0,19505.0,1.0
646,3468.0,19893.0,1.0
647,875.0,19098.0,1.0
648,3757.0,21193.0,0.0
649,5162.0,20612.0,1.0
650,5484.0,19347.0,1.0
651,4094.0,20242.0,1.0
652,5240.0,19893.0,1.0
653,174.0,19196.0,0.0
654,1219.0,20329.0,0.0
655,3641.0,20574.0,0.0
656,3380.0,19686.0,0.0
657,24.0,20230.0,0.0
658,1883.0,21042.0,1.0
659,5884.0,19988.0,1.0
660,5371.0,19122.0,0.0
661,679.0,19128.0,0.0
662,1046.0,19095.0,1.0
663,3980.0,20260.0,0.0
664,5162.0,21255.0,0.0
665,1802.0,19163.0,0.0
666,2119.0,21174.0,1.0
667,3323.0,20389.0,1.0
668,3118.0,19294.0,0.0
669,2978.0,20567.0,1.0
670,5536.0,20924.0,0.0
671,3634.0,20066.0,1.0
672,5378.0,19130.0,0.0
673,1678.0,20731.0,1.0
674,337.0,19594.0,1.0
675,1774.0,20481.0,0.0
676,3021.0,20204.0,1.0
677,5578.0,20830.0,0.0
678,2530.0,19971.0,0.0
679,3784.0,19899.0,0.0
680,1366.0,20994.0,1.0
681,1607.0,21236.0,1.0
682,609.0,20163.0,1.0
683,2943.0,21119.0,0.0
684,5053.0,19422.0,0.0
685,5205.0,19048.0,1.0
686,2933.0,19850.0,1.0
687,5516.0,20667.0,1.0
688,3200.0,20306.0,0.0
689,277.0,20340.0,0.0
690,1715.0,21036.0,0.0
691,4802.0,21233.0,1.0
692,4294.0,19806.0,1.0
693,4308.0,19990.0,1.0
694,3314.0,19697.0,1.0
695,1804.0,19781.0,1.0
696,4037.0,19892.0,1.0
697,1282.0,19050.0,0.0
698,1797.0,19316.0,1.0
699,2097.0,19390.0,0.0
700,5845.0,19888.0,1.0
701,2743.0,21098.0,0.0
702,1202.0,19334.0,1.0
703,2551.0,21094.0,1.0
704,1888.0,18912.0,1.0
705,1086.0,20131.0,0.0
706,2176.0,19751.0,1.0
707,1365.0,20646.0,0.0
708,1072.0,19304.0,1.0
709,438.0,19505.0,0.0
710,2822.0,18912.0,0.0
711,5135.0,19395.0,1.0
712,4527.0,20787.0,0.0
713,4833.0,19677.0,1.0
714,436.0,19223.0,1.0
715,2738.0,19948.0,1.0
716,1340.0,20257.0,1.0
717,3749.0,18990.0,1.0
718,5221.0,19229.0,0.0
719,4915.0,20598.0,1.0
720,135.0,18858.0,0.0
721,738.0,19272.0,0.0
722,5829.0,19194.0,0.0
723,4123.0,20731.0,1.0
724,2117.0,19410.0,1.0
725,5709.0,20087.0,0.0
726,2361.0,18974.0,1.0
727,5169.0,20346.0,0.0
728,1009.0,19006.0,1.0
729,1140.0,20590.0,0.0
730,2447.0,20995.0,0.0
731,1067.0,20701.0,1.0
732,3744.0,18962.0,0.0
733,2709.0,19193.0,1.0
734,5857.0,19497.0,1.0
735,5545.0,19693.0,0.0
736,3665.0,19990.0,1.0
737,5231.0,18920.0,0.0
738,4465.0,19565.0,1.0
739,5517.0,19846.0,1.0
740,3645.0,20457.0,1.0
741,5289.0,20600.0,0.0
742,777.0,19614.0,0.0
743,9.0,20270.0,0.0
744,2396.0,20591.0,0.0
745,749.0,19224.0,0.0
746,4094.0,18855.0,0.0
747,3200.0,21077.0,0.0
748,5775.0,19896.0,0.0
749,1463.0,20688.0,1.0
750,3101.0,20948.0,1.0
751,5892.0,19210.0,0.0
752,2470.0,19892.0,0.0
753,660.0,20089.0,0.0
754,4926.0,20278.0,0.0
755,2060.0,20065.0,1.0
756,3023.0,19157.0,1.0
757,1486.0,19291.0,0.0
758,2115.0,20089.0,1.0
759,790.0,19701.0,1.0
760,3697.0,18935.0,0.0
761,4955.0,19635.0,1.0
762,1914.0,20533.0,1.0
763,2643.0,19619.0,0.0
764,2448.0,19947.0,0.0
765,3481.0,19544.0,1.0
766,4690.0,20966.0,0.0
767,3191.0,20377.0,0.0
768,3627.0,19871.0,0.0
769,4833.0,18916.0,0.0
770,2020.0,19407.0,0.0
771,1811.0,20353.0,0.0
772,2694.0,21249.0,0.0
773,3984.0,19413.0,0.0
774,4706.0,20350.0,0.0
775,2150.0,21223.0,0.0
776,3505.0,19359.0,1.0
777,1122.0,19238.0,1.0
778,4467.0,21232.0,1.0
779,4894.0,19908.0,0.0
780,1014.0,19726.0,1.0
781,2758.0,20651.0,0.0
782,5361.0,20866.0,0.0
783,1629.0,20659.0,0.0
784,4844.0,19872.0,0.0
785,382.0,20451.0,1.0
786,4733.0,20506.0,0.0
787,1924.0,19259.0,0.0
788,4586.0,20377.0,1.0
789,2846.0,21191.0,1.0
790,1415.0,20095.0,0.0
791,5392.0,19512.0,0.0
792,2449.0,19854.0,1.0
793,734.0,20068.0,1.0
794,2790.0,19160.0,1.0
795,2688.0,19675.0,1.0
796,741.0,19151.0,1.0
797,1192.0,19764.0,0.0
798,5489.0,19835.0,0.0
799,3401.0,19154.0,1.0
800,2233.0,19990.0,1.0
801,303.0,20612.0,1.0
802,2390.0,21124.0,0.0
803,1688.0,19755.0,1.0
804,1285.0,20093.0,1.0
805,2211.0,20994.0,1.0
806,4420.0,20698.0,0.0
807,2241.0,19858.0,0.0
808,5845.0,19992.0,1.0
809,3866.0,20029.0,1.0
810,5184.0,20917.0,0.0
811,1514.0,18850.0,0.0
812,5924.0,21049.0,1.0
813,1202.0,20211.0,1.0
814,386.0,19945.0,1.0
815,4203.0,19695.0,1.0
816,2209.0,21104.0,0.0
817,3765.0,20915.0,0.0
818,4570.0,19892.0,1.0
819,4557.0,20832.0,1.0
820,2758.0,19188.0,0.0
821,473.0,20955.0,0.0
822,1535.0,20810.0,0.0
823,5445.0,19499.0,0.0
824,4969.0,20058.0,1.0
825,5280.0,18976.0,0.0
826,4471.0,19258.0,0.0
827,1211.0,19078.0,1.0
828,4718.0,20332.0,1.0
829,2035.0,21176.0,0.0
830,5357.0,20310.0,0.0
831,4968.0,20562.0,1.0
832,3256.0,19348.0,1.0
833,940.0,19056.0,0.0
834,5370.0,20164.0,1.0
835,2174.0,19983.0,1.0
836,3170.0,20596.0,1.0
837,3247.0,20834.0,0.0
838,846.0,20718.0,1.0
839,1109.0,20158.0,1.0
840,329.0,19561.0,0.0
841,5272.0,20982.0,0.0
842,927.0,19701.0,1.0
843,2207.0,19504.0,1.0
844,3315.0,21199.0,0.0
845,2887.0,20736.0,1.0
846,3299.0,19035.0,0.0
847,4670.0,21191.0,1.0
848,3203.0,19078.0,1.0
849,1295.0,21222.0,0.0
850,1583.0,20107.0,0.0
851,5723.0,20969.0,0.0
852,3297.0,20034.0,0.0
853,4001.0,19841.0,1.0
854,5834.0,19706.0,0.0
855,3357.0,19911.0,0.0
856,2780.0,19941.0,1.0
857,4613.0,19439.0,0.0
858,475.0,19683.0,1.0
859,4193.0,20644.0,0.0
860,131.0,20806.0,0.0
861,5214.0,20254.0,0.0
862,2150.0,20598.0,1.0
863,787.0,20066.0,1.0
864,5548.0,18944.0,0.0
865,1327.0,20004.0,1.0
866,4535.0,19781.0,1.0
867,4102.0,20727.0,0.0
868,4601.0,19861.0,0.0
869,1967.0,20493.0,0.0
870,5418.0,19879.0,1.0
871,1399.0,19892.0,1.0
872,930.0,19787.0,0.0
873,1519.0,20949.0,0.0
874,1343.0,20648.0,1.0
875,5065.0,20763.0,0.0
876,3730.0,20068.0,1.0
877,1373.0,21191.0,1.0
878,1499.0,19987.0,1.0
879,4907.0,19002.0,0.0
